State,X-distance,Y-distance,Cost,Pos_x,Pos_y,Orientation,Goal_x,Goal_y,R1,R2,R3,R4,R5,R6,R7,R8,G1,G2,G3,G4,G5,G6,G7,G8
LEFT,465,503,1794,160,207,UP,490,550,5,9,4,6,7,2,6,9,8,2,9,4,4,7,9,8
BASH,465,503,1793,160,207,RIGHT,490,550,5,9,4,6,7,2,6,9,8,2,9,4,4,7,9,8
BASH,465,503,1789,162,207,RIGHT,490,550,4,9,8,7,9,9,3,9,8,2,9,4,4,7,9,8
RIGHT,465,503,1784,164,207,RIGHT,490,550,8,7,5,9,5,9,7,6,8,2,9,4,4,7,9,8
BASH,465,503,1783,164,207,UP,490,550,8,7,5,9,5,9,7,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1777,164,209,UP,490,550,9,7,6,6,9,6,2,1,8,2,9,4,4,7,9,8
LEFT,465,503,1775,164,210,UP,490,550,6,3,9,6,1,7,5,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1774,164,210,RIGHT,490,550,6,3,9,6,1,7,5,7,8,2,9,4,4,7,9,8
BASH,465,503,1773,165,210,RIGHT,490,550,3,9,3,2,6,5,7,6,8,2,9,4,4,7,9,8
BASH,465,503,1768,167,210,RIGHT,490,550,3,9,8,6,8,6,2,4,8,2,9,4,4,7,9,8
BASH,465,503,1764,169,210,RIGHT,490,550,8,7,2,8,5,4,1,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1759,171,210,RIGHT,490,550,2,2,8,5,2,4,4,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1757,172,210,RIGHT,490,550,2,8,8,2,3,4,1,7,8,2,9,4,4,7,9,8
BASH,465,503,1754,173,210,RIGHT,490,550,8,8,1,2,6,1,7,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1747,175,210,RIGHT,490,550,1,4,6,6,2,4,4,4,8,2,9,4,4,7,9,8
BASH,465,503,1745,176,210,RIGHT,490,550,4,6,2,4,4,4,4,9,8,2,9,4,4,7,9,8
BASH,465,503,1740,178,210,RIGHT,490,550,2,1,8,4,5,9,7,3,8,2,9,4,4,7,9,8
BASH,465,503,1734,180,210,RIGHT,490,550,8,8,9,5,7,3,1,9,8,2,9,4,4,7,9,8
BASH,465,503,1730,182,210,RIGHT,490,550,9,3,6,7,7,9,6,5,8,2,9,4,4,7,9,8
BASH,465,503,1726,184,210,RIGHT,490,550,6,6,7,7,7,5,8,9,8,2,9,4,4,7,9,8
BASH,465,503,1721,186,210,RIGHT,490,550,7,7,4,7,6,9,8,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1715,188,210,RIGHT,490,550,4,7,8,6,2,2,2,9,8,2,9,4,4,7,9,8
BASH,465,503,1713,189,210,RIGHT,490,550,7,8,5,3,8,2,9,7,8,2,9,4,4,7,9,8
BASH,465,503,1707,191,210,RIGHT,490,550,5,1,9,8,4,7,6,5,8,2,9,4,4,7,9,8
FORWARD,465,503,1702,193,210,RIGHT,490,550,9,3,7,4,2,5,2,4,8,2,9,4,4,7,9,8
BASH,465,503,1700,194,210,RIGHT,490,550,3,7,2,2,6,2,4,7,8,2,9,4,4,7,9,8
BASH,465,503,1696,196,210,RIGHT,490,550,2,9,4,6,8,7,3,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1689,198,210,RIGHT,490,550,4,6,2,8,1,6,1,3,8,2,9,4,4,7,9,8
RIGHT,465,503,1688,199,210,RIGHT,490,550,6,2,6,4,6,1,3,6,8,2,9,4,4,7,9,8
BASH,465,503,1687,199,210,UP,490,550,6,2,6,4,6,1,3,6,8,2,9,4,4,7,9,8
LEFT,465,503,1682,199,212,UP,490,550,1,3,6,1,3,7,5,4,8,2,9,4,4,7,9,8
BASH,465,503,1681,199,212,RIGHT,490,550,1,3,6,1,3,7,5,4,8,2,9,4,4,7,9,8
RIGHT,465,503,1676,201,212,RIGHT,490,550,6,6,8,3,5,4,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,1675,201,212,UP,490,550,6,6,8,3,5,4,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,1673,201,213,UP,490,550,3,2,5,4,9,5,2,3,8,2,9,4,4,7,9,8
BASH,465,503,1671,201,214,UP,490,550,4,2,9,5,3,9,4,4,8,2,9,4,4,7,9,8
BASH,465,503,1666,201,216,UP,490,550,9,4,4,5,9,9,7,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1660,201,218,UP,490,550,9,7,7,5,9,2,1,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1659,201,219,UP,490,550,5,3,9,2,1,2,1,1,8,2,9,4,4,7,9,8
LEFT,465,503,1658,201,220,UP,490,550,2,1,1,2,1,7,6,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1657,201,220,RIGHT,490,550,2,1,1,2,1,7,6,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1656,202,220,RIGHT,490,550,1,1,1,1,3,6,6,9,8,2,9,4,4,7,9,8
BASH,465,503,1653,203,220,RIGHT,490,550,1,1,4,1,8,6,9,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1647,205,220,RIGHT,490,550,4,7,4,8,2,6,6,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1645,206,220,RIGHT,490,550,7,4,7,3,1,6,6,9,8,2,9,4,4,7,9,8
RIGHT,465,503,1644,207,220,RIGHT,490,550,4,7,9,2,4,6,9,9,8,2,9,4,4,7,9,8
BASH,465,503,1643,207,220,UP,490,550,4,7,9,2,4,6,9,9,8,2,9,4,4,7,9,8
FORWARD,465,503,1636,207,222,UP,490,550,6,9,9,3,2,4,2,2,8,2,9,4,4,7,9,8
LEFT,465,503,1634,207,223,UP,490,550,3,4,2,4,2,3,4,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1633,207,223,RIGHT,490,550,3,4,2,4,2,3,4,1,8,2,9,4,4,7,9,8
BASH,465,503,1631,208,223,RIGHT,490,550,4,2,2,2,5,4,1,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1627,210,223,RIGHT,490,550,2,5,5,5,2,3,1,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1625,211,223,RIGHT,490,550,5,5,9,1,1,1,8,4,8,2,9,4,4,7,9,8
RIGHT,465,503,1624,212,223,RIGHT,490,550,5,9,9,2,5,8,4,9,8,2,9,4,4,7,9,8
BASH,465,503,1623,212,223,UP,490,550,5,9,9,2,5,8,4,9,8,2,9,4,4,7,9,8
LEFT,465,503,1619,212,225,UP,490,550,8,4,9,3,2,9,1,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1618,212,225,RIGHT,490,550,8,4,9,3,2,9,1,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1616,213,225,RIGHT,490,550,4,9,9,1,3,1,7,5,8,2,9,4,4,7,9,8
BASH,465,503,1613,214,225,RIGHT,490,550,9,9,9,2,4,7,5,7,8,2,9,4,4,7,9,8
BASH,465,503,1608,216,225,RIGHT,490,550,9,2,7,4,5,7,9,9,8,2,9,4,4,7,9,8
RIGHT,465,503,1602,218,225,RIGHT,490,550,7,9,7,5,4,9,2,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1600,218,225,UP,490,550,7,9,7,5,4,9,2,1,8,2,9,4,4,7,9,8
LEFT,465,503,1598,218,226,UP,490,550,5,3,4,9,1,8,7,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1597,218,226,RIGHT,490,550,5,3,4,9,1,8,7,7,8,2,9,4,4,7,9,8
BASH,465,503,1596,219,226,RIGHT,490,550,3,4,9,2,7,7,7,3,8,2,9,4,4,7,9,8
BASH,465,503,1592,221,226,RIGHT,490,550,9,3,5,7,5,3,6,3,8,2,9,4,4,7,9,8
BASH,465,503,1586,223,226,RIGHT,490,550,5,8,6,5,4,3,5,4,8,2,9,4,4,7,9,8
BASH,465,503,1581,225,226,RIGHT,490,550,6,2,5,4,3,4,3,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1577,227,226,RIGHT,490,550,5,7,4,3,1,7,7,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1576,228,226,RIGHT,490,550,7,4,8,1,2,7,3,8,8,2,9,4,4,7,9,8
BASH,465,503,1574,229,226,RIGHT,490,550,4,8,5,1,9,3,8,8,8,2,9,4,4,7,9,8
RIGHT,465,503,1568,231,226,RIGHT,490,550,5,1,9,9,6,8,3,4,8,2,9,4,4,7,9,8
BASH,465,503,1566,231,226,UP,490,550,5,1,9,9,6,8,3,4,8,2,9,4,4,7,9,8
LEFT,465,503,1562,231,228,UP,490,550,8,3,4,8,1,9,4,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1561,231,228,RIGHT,490,550,8,3,4,8,1,9,4,2,8,2,9,4,4,7,9,8
BASH,465,503,1560,232,228,RIGHT,490,550,3,4,7,1,9,4,2,5,8,2,9,4,4,7,9,8
RIGHT,465,503,1552,234,228,RIGHT,490,550,7,5,4,9,9,5,7,7,8,2,9,4,4,7,9,8
BASH,465,503,1549,234,228,UP,490,550,7,5,4,9,9,5,7,7,8,2,9,4,4,7,9,8
BASH,465,503,1545,234,230,UP,490,550,5,7,7,5,9,3,6,9,8,2,9,4,4,7,9,8
BASH,465,503,1539,234,232,UP,490,550,3,6,9,9,2,9,7,5,8,2,9,4,4,7,9,8
LEFT,465,503,1534,234,234,UP,490,550,9,7,5,8,3,8,5,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1533,234,234,RIGHT,490,550,9,7,5,8,3,8,5,7,8,2,9,4,4,7,9,8
RIGHT,465,503,1530,235,234,RIGHT,490,550,7,5,7,2,7,5,7,9,8,2,9,4,4,7,9,8
BASH,465,503,1528,235,234,UP,490,550,7,5,7,2,7,5,7,9,8,2,9,4,4,7,9,8
BASH,465,503,1524,235,236,UP,490,550,5,7,9,8,4,2,9,7,8,2,9,4,4,7,9,8
BASH,465,503,1519,235,238,UP,490,550,2,9,7,9,7,8,5,3,8,2,9,4,4,7,9,8
BASH,465,503,1515,235,240,UP,490,550,8,5,3,3,4,2,5,2,8,2,9,4,4,7,9,8
LEFT,465,503,1510,235,242,UP,490,550,2,5,2,4,2,7,9,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1509,235,242,RIGHT,490,550,2,5,2,4,2,7,9,4,8,2,9,4,4,7,9,8
BASH,465,503,1507,236,242,RIGHT,490,550,5,2,4,2,3,9,4,4,8,2,9,4,4,7,9,8
BASH,465,503,1502,238,242,RIGHT,490,550,4,7,8,3,9,4,9,8,8,2,9,4,4,7,9,8
BASH,465,503,1497,240,242,RIGHT,490,550,8,5,7,9,5,8,6,2,8,2,9,4,4,7,9,8
BASH,465,503,1493,242,242,RIGHT,490,550,7,6,1,5,9,2,8,9,8,2,9,4,4,7,9,8
RIGHT,465,503,1488,244,242,RIGHT,490,550,1,6,5,9,7,9,5,2,8,2,9,4,4,7,9,8
BASH,465,503,1487,244,242,UP,490,550,1,6,5,9,7,9,5,2,8,2,9,4,4,7,9,8
LEFT,465,503,1483,244,244,UP,490,550,9,5,2,8,7,9,7,1,8,2,9,4,4,7,9,8
BASH,465,503,1482,244,244,RIGHT,490,550,9,5,2,8,7,9,7,1,8,2,9,4,4,7,9,8
RIGHT,465,503,1477,246,244,RIGHT,490,550,2,5,9,7,3,1,2,5,8,2,9,4,4,7,9,8
FORWARD,465,503,1476,246,244,UP,490,550,2,5,9,7,3,1,2,5,8,2,9,4,4,7,9,8
LEFT,465,503,1474,246,245,UP,490,550,7,2,3,1,5,3,7,1,8,2,9,4,4,7,9,8
BASH,465,503,1473,246,245,RIGHT,490,550,7,2,3,1,5,3,7,1,8,2,9,4,4,7,9,8
BASH,465,503,1469,248,245,RIGHT,490,550,3,7,8,5,5,1,8,6,8,2,9,4,4,7,9,8
BASH,465,503,1463,250,245,RIGHT,490,550,8,8,6,5,7,6,2,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1457,252,245,RIGHT,490,550,6,5,4,7,3,8,6,4,8,2,9,4,4,7,9,8
BASH,465,503,1454,253,245,RIGHT,490,550,5,4,3,3,7,6,4,4,8,2,9,4,4,7,9,8
RIGHT,465,503,1449,255,245,RIGHT,490,550,3,4,2,7,7,4,8,4,8,2,9,4,4,7,9,8
BASH,465,503,1448,255,245,UP,490,550,3,4,2,7,7,4,8,4,8,2,9,4,4,7,9,8
LEFT,465,503,1443,255,247,UP,490,550,4,8,4,3,3,5,4,6,8,2,9,4,4,7,9,8
BASH,465,503,1442,255,247,RIGHT,490,550,4,8,4,3,3,5,4,6,8,2,9,4,4,7,9,8
RIGHT,465,503,1438,257,247,RIGHT,490,550,4,6,9,3,1,6,5,3,8,2,9,4,4,7,9,8
BASH,465,503,1437,257,247,UP,490,550,4,6,9,3,1,6,5,3,8,2,9,4,4,7,9,8
BASH,465,503,1432,257,249,UP,490,550,6,5,3,9,6,1,7,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1428,257,251,UP,490,550,1,7,1,7,9,1,1,9,8,2,9,4,4,7,9,8
BASH,465,503,1427,257,252,UP,490,550,7,1,9,1,9,3,8,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1419,257,254,UP,490,550,3,8,8,5,5,8,1,6,8,2,9,4,4,7,9,8
BASH,465,503,1418,257,255,UP,490,550,5,5,5,8,6,4,8,3,8,2,9,4,4,7,9,8
BASH,465,503,1414,257,257,UP,490,550,4,8,3,2,5,1,6,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1407,257,259,UP,490,550,1,6,2,5,7,4,1,6,8,2,9,4,4,7,9,8
LEFT,465,503,1406,257,260,UP,490,550,5,4,7,4,6,3,7,6,8,2,9,4,4,7,9,8
BASH,465,503,1405,257,260,RIGHT,490,550,5,4,7,4,6,3,7,6,8,2,9,4,4,7,9,8
BASH,465,503,1401,259,260,RIGHT,490,550,7,8,3,6,8,6,8,3,8,2,9,4,4,7,9,8
RIGHT,465,503,1395,261,260,RIGHT,490,550,3,4,6,8,7,3,4,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1393,261,260,UP,490,550,3,4,6,8,7,3,4,4,8,2,9,4,4,7,9,8
BASH,465,503,1389,261,261,UP,490,550,8,3,7,3,4,1,9,3,8,2,9,4,4,7,9,8
BASH,465,503,1385,261,263,UP,490,550,1,9,3,4,7,9,2,5,8,2,9,4,4,7,9,8
FORWARD,465,503,1381,261,265,UP,490,550,9,2,5,5,2,5,2,3,8,2,9,4,4,7,9,8
BASH,465,503,1379,261,266,UP,490,550,5,1,2,5,3,6,4,9,8,2,9,4,4,7,9,8
BASH,465,503,1375,261,268,UP,490,550,6,4,9,7,4,8,8,9,8,2,9,4,4,7,9,8
LEFT,465,503,1370,261,270,UP,490,550,8,8,9,9,7,7,8,9,8,2,9,4,4,7,9,8
BASH,465,503,1369,261,270,RIGHT,490,550,8,8,9,9,7,7,8,9,8,2,9,4,4,7,9,8
RIGHT,465,503,1365,263,270,RIGHT,490,550,9,4,4,7,9,9,6,3,8,2,9,4,4,7,9,8
BASH,465,503,1364,263,270,UP,490,550,9,4,4,7,9,9,6,3,8,2,9,4,4,7,9,8
BASH,465,503,1359,263,272,UP,490,550,9,6,3,4,1,4,3,2,8,2,9,4,4,7,9,8
BASH,465,503,1355,263,274,UP,490,550,4,3,2,3,2,1,6,5,8,2,9,4,4,7,9,8
BASH,465,503,1351,263,276,UP,490,550,1,6,5,4,4,7,4,9,8,2,9,4,4,7,9,8
FORWARD,465,503,1347,263,278,UP,490,550,7,4,9,2,1,8,2,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1345,263,279,UP,490,550,2,1,1,8,6,3,3,6,8,2,9,4,4,7,9,8
BASH,465,503,1342,263,280,UP,490,550,8,2,6,3,6,4,7,1,8,2,9,4,4,7,9,8
LEFT,465,503,1337,263,282,UP,490,550,4,7,1,6,1,1,3,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1336,263,282,RIGHT,490,550,4,7,1,6,1,1,3,2,8,2,9,4,4,7,9,8
RIGHT,465,503,1335,264,282,RIGHT,490,550,7,1,7,2,9,3,2,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1334,264,282,UP,490,550,7,1,7,2,9,3,2,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1332,264,283,UP,490,550,2,1,9,3,1,5,2,3,8,2,9,4,4,7,9,8
LEFT,465,503,1330,264,284,UP,490,550,3,2,1,5,3,8,4,5,8,2,9,4,4,7,9,8
BASH,465,503,1329,264,284,RIGHT,490,550,3,2,1,5,3,8,4,5,8,2,9,4,4,7,9,8
BASH,465,503,1324,266,284,RIGHT,490,550,1,2,3,3,4,5,6,1,8,2,9,4,4,7,9,8
BASH,465,503,1318,268,284,RIGHT,490,550,3,5,3,4,6,1,2,3,8,2,9,4,4,7,9,8
BASH,465,503,1312,270,284,RIGHT,490,550,3,9,3,6,2,3,4,2,8,2,9,4,4,7,9,8
BASH,465,503,1308,272,284,RIGHT,490,550,3,5,8,2,6,2,2,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1302,274,284,RIGHT,490,550,8,2,7,6,1,3,8,4,8,2,9,4,4,7,9,8
RIGHT,465,503,1301,275,284,RIGHT,490,550,2,7,2,3,9,8,4,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1300,275,284,UP,490,550,2,7,2,3,9,8,4,1,8,2,9,4,4,7,9,8
BASH,465,503,1296,275,285,UP,490,550,3,1,9,8,1,1,7,5,8,2,9,4,4,7,9,8
LEFT,465,503,1292,275,287,UP,490,550,1,7,5,5,2,8,6,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1291,275,287,RIGHT,490,550,1,7,5,5,2,8,6,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1289,276,287,RIGHT,490,550,7,5,3,1,2,6,4,1,8,2,9,4,4,7,9,8
RIGHT,465,503,1287,277,287,RIGHT,490,550,5,3,7,2,5,4,1,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1286,277,287,UP,490,550,5,3,7,2,5,4,1,1,8,2,9,4,4,7,9,8
LEFT,465,503,1285,277,288,UP,490,550,2,2,5,4,1,5,4,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1284,277,288,RIGHT,490,550,2,2,5,4,1,5,4,1,8,2,9,4,4,7,9,8
BASH,465,503,1283,278,288,RIGHT,490,550,2,5,5,1,7,4,1,8,8,2,9,4,4,7,9,8
BASH,465,503,1278,280,288,RIGHT,490,550,5,1,8,7,7,8,4,2,8,2,9,4,4,7,9,8
BASH,465,503,1273,282,288,RIGHT,490,550,8,4,3,7,9,2,7,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1265,284,288,RIGHT,490,550,3,6,6,9,4,1,9,7,8,2,9,4,4,7,9,8
BASH,465,503,1261,285,288,RIGHT,490,550,6,6,5,5,5,9,7,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1257,287,288,RIGHT,490,550,5,7,9,5,2,6,7,3,8,2,9,4,4,7,9,8
BASH,465,503,1255,288,288,RIGHT,490,550,7,9,8,1,5,7,3,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1248,290,288,RIGHT,490,550,8,8,9,5,1,8,6,2,8,2,9,4,4,7,9,8
BASH,465,503,1247,291,288,RIGHT,490,550,8,9,2,4,3,6,2,9,8,2,9,4,4,7,9,8
RIGHT,465,503,1243,293,288,RIGHT,490,550,2,9,9,3,8,9,9,1,8,2,9,4,4,7,9,8
BASH,465,503,1242,293,288,UP,490,550,2,9,9,3,8,9,9,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1237,293,290,UP,490,550,9,9,1,6,8,3,1,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1236,293,291,UP,490,550,6,2,8,3,3,6,2,1,8,2,9,4,4,7,9,8
LEFT,465,503,1234,293,292,UP,490,550,3,1,3,6,1,6,5,1,8,2,9,4,4,7,9,8
FORWARD,465,503,1233,293,292,RIGHT,490,550,3,1,3,6,1,6,5,1,8,2,9,4,4,7,9,8
RIGHT,465,503,1232,294,292,RIGHT,490,550,1,3,6,2,8,5,1,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1231,294,292,UP,490,550,1,3,6,2,8,5,1,8,8,2,9,4,4,7,9,8
BASH,465,503,1230,294,293,UP,490,550,2,1,8,5,8,8,4,6,8,2,9,4,4,7,9,8
LEFT,465,503,1226,294,295,UP,490,550,8,4,6,3,8,5,8,8,8,2,9,4,4,7,9,8
BASH,465,503,1225,294,295,RIGHT,490,550,8,4,6,3,8,5,8,8,8,2,9,4,4,7,9,8
BASH,465,503,1218,296,295,RIGHT,490,550,6,2,3,8,3,8,8,8,8,2,9,4,4,7,9,8
BASH,465,503,1212,298,295,RIGHT,490,550,3,5,4,3,9,8,6,4,8,2,9,4,4,7,9,8
BASH,465,503,1207,300,295,RIGHT,490,550,4,5,4,9,9,4,6,6,8,2,9,4,4,7,9,8
RIGHT,465,503,1202,302,295,RIGHT,490,550,4,8,8,9,3,6,2,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1201,302,295,UP,490,550,4,8,8,9,3,6,2,4,8,2,9,4,4,7,9,8
FORWARD,465,503,1199,302,296,UP,490,550,9,2,3,6,4,5,2,6,8,2,9,4,4,7,9,8
LEFT,465,503,1197,302,297,UP,490,550,6,2,4,5,6,2,4,8,8,2,9,4,4,7,9,8
BASH,465,503,1196,302,297,RIGHT,490,550,6,2,4,5,6,2,4,8,8,2,9,4,4,7,9,8
BASH,465,503,1189,304,297,RIGHT,490,550,4,8,1,6,9,8,4,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1184,306,297,RIGHT,490,550,1,8,6,9,2,2,3,5,8,2,9,4,4,7,9,8
BASH,465,503,1182,307,297,RIGHT,490,550,8,6,3,2,3,3,5,5,8,2,9,4,4,7,9,8
RIGHT,465,503,1178,309,297,RIGHT,490,550,3,3,2,3,4,5,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,1177,309,297,UP,490,550,3,3,2,3,4,5,2,9,8,2,9,4,4,7,9,8
BASH,465,503,1175,309,298,UP,490,550,3,1,4,5,9,4,6,1,8,2,9,4,4,7,9,8
BASH,465,503,1170,309,300,UP,490,550,4,6,1,7,4,6,8,3,8,2,9,4,4,7,9,8
BASH,465,503,1166,309,302,UP,490,550,6,8,3,7,1,3,8,4,8,2,9,4,4,7,9,8
LEFT,465,503,1162,309,304,UP,490,550,3,8,4,8,4,2,1,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1161,309,304,RIGHT,490,550,3,8,4,8,4,2,1,2,8,2,9,4,4,7,9,8
BASH,465,503,1157,310,304,RIGHT,490,550,8,4,2,1,4,1,2,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1153,312,304,RIGHT,490,550,2,9,3,4,2,7,3,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1151,313,304,RIGHT,490,550,9,3,4,1,4,3,3,6,8,2,9,4,4,7,9,8
BASH,465,503,1147,314,304,RIGHT,490,550,3,4,4,2,7,3,6,9,8,2,9,4,4,7,9,8
BASH,465,503,1143,316,304,RIGHT,490,550,4,8,6,7,7,9,4,9,8,2,9,4,4,7,9,8
BASH,465,503,1138,318,304,RIGHT,490,550,6,5,6,7,8,9,8,3,8,2,9,4,4,7,9,8
RIGHT,465,503,1134,320,304,RIGHT,490,550,6,1,9,8,6,3,6,5,8,2,9,4,4,7,9,8
BASH,465,503,1133,320,304,UP,490,550,6,1,9,8,6,3,6,5,8,2,9,4,4,7,9,8
FORWARD,465,503,1125,320,306,UP,490,550,3,6,5,4,6,5,1,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1124,320,307,UP,490,550,4,5,6,5,3,9,1,8,8,2,9,4,4,7,9,8
BASH,465,503,1123,320,308,UP,490,550,5,1,3,9,8,6,7,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1117,320,310,UP,490,550,6,7,2,7,6,3,4,7,8,2,9,4,4,7,9,8
BASH,465,503,1113,320,311,UP,490,550,7,3,6,3,7,6,9,9,8,2,9,4,4,7,9,8
BASH,465,503,1106,320,313,UP,490,550,6,9,9,3,7,6,9,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1101,320,315,UP,490,550,6,9,6,3,5,8,1,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1100,320,316,UP,490,550,3,2,5,8,2,4,1,8,8,2,9,4,4,7,9,8
BASH,465,503,1099,320,317,UP,490,550,8,1,2,4,8,7,7,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1090,320,319,UP,490,550,7,7,8,6,3,8,2,8,8,2,9,4,4,7,9,8
BASH,465,503,1088,320,320,UP,490,550,6,6,3,8,8,9,4,5,8,2,9,4,4,7,9,8
LEFT,465,503,1084,320,322,UP,490,550,9,4,5,4,5,3,4,8,8,2,9,4,4,7,9,8
BASH,465,503,1083,320,322,RIGHT,490,550,9,4,5,4,5,3,4,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1076,322,322,RIGHT,490,550,5,8,4,5,1,8,2,5,8,2,9,4,4,7,9,8
BASH,465,503,1075,323,322,RIGHT,490,550,8,4,6,4,4,2,5,7,8,2,9,4,4,7,9,8
BASH,465,503,1070,325,322,RIGHT,490,550,6,4,8,4,5,7,6,9,8,2,9,4,4,7,9,8
BASH,465,503,1066,327,322,RIGHT,490,550,8,9,6,5,6,9,6,4,8,2,9,4,4,7,9,8
BASH,465,503,1062,329,322,RIGHT,490,550,6,4,3,6,6,4,5,1,8,2,9,4,4,7,9,8
BASH,465,503,1053,331,322,RIGHT,490,550,3,7,1,6,6,1,4,2,8,2,9,4,4,7,9,8
RIGHT,465,503,1048,333,322,RIGHT,490,550,1,8,7,6,1,2,4,6,8,2,9,4,4,7,9,8
BASH,465,503,1047,333,322,UP,490,550,1,8,7,6,1,2,4,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1043,333,324,UP,490,550,2,4,6,5,6,6,4,1,8,2,9,4,4,7,9,8
BASH,465,503,1039,333,325,UP,490,550,5,1,6,6,1,3,6,4,8,2,9,4,4,7,9,8
BASH,465,503,1033,333,327,UP,490,550,3,6,4,9,6,3,3,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1028,333,329,UP,490,550,3,3,3,8,7,4,1,3,8,2,9,4,4,7,9,8
FORWARD,465,503,1027,333,330,UP,490,550,8,2,7,4,3,9,3,4,8,2,9,4,4,7,9,8
BASH,465,503,1024,333,331,UP,490,550,4,1,3,9,4,3,7,9,8,2,9,4,4,7,9,8
FORWARD,465,503,1015,333,333,UP,490,550,3,7,9,5,9,6,1,2,8,2,9,4,4,7,9,8
BASH,465,503,1014,333,334,UP,490,550,5,6,9,6,2,1,6,6,8,2,9,4,4,7,9,8
FORWARD,465,503,1008,333,336,UP,490,550,1,6,6,4,4,9,2,2,8,2,9,4,4,7,9,8
FORWARD,465,503,1006,333,337,UP,490,550,4,3,4,9,2,6,2,8,8,2,9,4,4,7,9,8
FORWARD,465,503,1004,333,338,UP,490,550,9,2,2,6,8,2,1,7,8,2,9,4,4,7,9,8
FORWARD,465,503,1003,333,339,UP,490,550,6,2,8,2,7,8,4,1,8,2,9,4,4,7,9,8
BASH,465,503,999,333,340,UP,490,550,2,1,7,8,1,4,7,5,8,2,9,4,4,7,9,8
LEFT,465,503,994,333,342,UP,490,550,4,7,5,3,2,6,6,2,8,2,9,4,4,7,9,8
FORWARD,465,503,993,333,342,RIGHT,490,550,4,7,5,3,2,6,6,2,8,2,9,4,4,7,9,8
RIGHT,465,503,991,334,342,RIGHT,490,550,7,5,9,2,7,6,2,7,8,2,9,4,4,7,9,8
FORWARD,465,503,990,334,342,UP,490,550,7,5,9,2,7,6,2,7,8,2,9,4,4,7,9,8
FORWARD,465,503,988,334,343,UP,490,550,2,2,7,6,7,9,3,3,8,2,9,4,4,7,9,8
BASH,465,503,985,334,344,UP,490,550,6,2,7,9,3,6,4,8,8,2,9,4,4,7,9,8
